Row,Col,Length,Z_up,Z_down,Basin,Slope
97,110,51.454522405784424,6.588017463684082,6.508914470672607,2422,0.0015373380086525104
97,126,122.64181916436593,7.517300605773926,7.387505054473877,2422,0.001058330283947398
97,127,48.860594779839595,6.864594459533691,7.517300605773926,2422,0.0001
98,93,37.0521678770344,21.30717658996582,20.99993896484375,2422,0.008292028313746837
98,98,118.10904545128145,13.27859878540039,11.657201766967773,2422,0.01372796649263772
98,110,112.45998207253943,6.4439826011657715,6.588017463684082,2422,0.0001
98,127,128.96137416501702,8.45870304107666,6.864594459533691,2422,0.0123611320976091
98,168,26.199839163571596,125.05673217773438,126.8843765258789,2422,0.0001
99,93,68.92067150531695,20.99993896484375,19.968460083007812,2422,0.014966175739543732
99,94,124.91996414551042,19.968460083007812,18.73263168334961,2422,0.009892961530301708
99,95,112.45998207273817,18.73263168334961,16.642589569091797,2422,0.01858476300401676
99,96,100.0,16.642589569091797,15.421855926513672,2422,0.01220733642578125
99,97,167.35991590452997,15.421855926513672,13.27859878540039,2422,0.012806275203531392
99,98,4.22635463388871,13.27859878540039,13.27859878540039,2422,0.0001
99,110,114.89373873257779,7.913756370544434,6.4439826011657715,2422,0.012792461848592555
99,127,78.76252455823975,7.418532848358154,8.45870304107666,2422,0.0001
99,128,140.8385543828905,6.7379679679870605,7.418532848358154,2422,0.0001
99,129,36.98341456132171,7.3932976722717285,6.7379679679870605,2422,0.017719556510880693
99,168,47.30802716185893,126.8843765258789,116.76174926757812,2422,0.21397272018271626
99,169,92.50567571588005,116.76174926757812,104.20713806152344,2422,0.13571719906802965
100,110,141.42135623755647,7.488892555236816,7.913756370544434,2422,0.0001
100,129,80.10077938489638,7.753910541534424,7.3932976722717285,2422,0.004501989519101878
100,130,128.9613741638787,8.522078514099121,7.753910541534424,2422,0.005956574032690918
100,131,116.50139209183317,8.38222885131836,8.522078514099121,2422,0.0001
100,132,128.96137416522987,10.236754417419434,8.38222885131836,2422,0.014380473053311223
100,133,7.465884081655176,7.065048694610596,10.236754417419434,2422,0.0001
100,140,104.59417512493168,13.826562881469727,15.097869873046875,2422,0.0001
100,141,138.14015241963628,15.106182098388672,13.826562881469727,2422,0.009263195345490662
100,142,119.7825959081893,15.977627754211426,15.106182098388672,2422,0.007275227667387487
100,143,141.42135623665095,17.897483825683594,15.977627754211426,2422,0.013575432470464567
100,144,3.741835410247584,17.897483825683594,17.897483825683594,2422,0.0001
100,169,122.48620748547792,104.20713806152344,93.52613067626953,2422,0.08720171523410304
101,110,71.84226214589712,7.362380027770996,7.488892555236816,2422,0.0001
101,111,69.57909409133006,7.749903678894043,7.362380027770996,2422,0.005569541486331804
101,132,40.03097991047739,9.520586967468262,7.065048694610596,2422,0.06134094839419539
101,133,78.41381755506237,7.065048694610596,7.065048694610596,2422,0.0001
101,138,87.17898239556688,12.805347442626953,11.931713104248047,2422,0.010021157787950175
101,139,132.57832999585844,15.097869873046875,12.805347442626953,2422,0.01729183366913384
101,140,36.827181111719284,15.097869873046875,15.097869873046875,2422,0.0001
101,157,25.38926209602505,71.41765594482422,64.18521118164062,2422,0.2848623459724695
101,169,110.51657669898336,93.52613067626953,87.10619354248047,2422,0.058090264153541404
102,111,71.84226214597945,7.136133193969727,7.749903678894043,2422,0.0001
102,112,69.57909409124774,6.145340919494629,7.136133193969727,2422,0.0001
102,132,19.333513424343757,9.041498184204102,9.520586967468262,2422,0.0001
102,133,120.14443743905458,9.762595176696777,9.041498184204102,2422,0.006001917424254162
102,137,108.41701385998988,11.931713104248047,13.451226234436035,2422,0.0001
102,138,80.70647571796188,11.931713104248047,11.931713104248047,2422,0.0001
102,157,100.0,64.18521118164062,63.3365592956543,2422,0.008486518859863281
102,169,71.1493014372316,87.10619354248047,72.25065612792969,2422,0.20879386184355497
102,170,55.71406808175843,83.75141143798828,83.75141143798828,2422,0.0001
103,111,67.56893723885804,8.043580055236816,6.145340919494629,2422,0.028093369724491304
103,112,55.25302226072183,6.145340919494629,6.145340919494629,2422,0.0001
